Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,2014,2024,1,432.0,402.0,1936.0,5.0,1785.0,5252.0,443.0,0.6295,35.0,1701.0,1440.0,575.0,1941.0,0.0,2.0,1822.0,3306.0,5560.0,3176.0,5560.0
WORLD,2015,2024,1,443.0,279.0,1619.0,3.0,1611.0,5078.0,544.0,0.6306,29.0,1630.0,1468.0,563.0,1579.0,0.0,0.0,1605.0,3202.0,5250.0,3127.0,5250.0
WORLD,2016,2024,1,542.0,323.0,1709.0,0.0,1501.0,5357.0,467.0,0.6306,33.0,1626.0,1548.0,677.0,1786.0,0.0,0.0,1540.0,3378.0,5460.0,3207.0,5460.0
WORLD,2017,2024,1,467.0,415.0,1852.0,0.0,1785.0,5852.0,730.0,0.6309,34.0,1738.0,1647.0,574.0,1762.0,0.0,0.0,1752.0,3692.0,5911.0,3419.0,5911.0
WORLD,2018,2024,1,730.0,329.0,2110.0,0.0,1867.0,6000.0,696.0,0.631,38.0,1802.0,1699.0,805.0,2136.0,0.0,0.0,1855.0,3786.0,6371.0,3539.0,6371.0
WORLD,2019,2024,1,696.0,187.0,1775.0,0.0,1830.0,5732.0,638.0,0.6305,33.0,1847.0,1745.0,485.0,1882.0,0.0,0.0,1835.0,3614.0,6145.0,3625.0,6145.0
WORLD,2020,2024,1,638.0,195.0,1805.0,0.0,1958.0,5682.0,796.0,0.6308,30.0,1931.0,1699.0,375.0,1709.0,0.0,0.0,1943.0,3584.0,6165.0,3660.0,6165.0
WORLD,2021,2024,1,796.0,201.0,1884.0,0.0,2059.0,5919.0,850.0,0.6307,23.0,1951.0,1613.0,450.0,2279.0,0.0,0.0,2187.0,3733.0,6716.0,3587.0,6716.0
WORLD,2022,2024,1,850.0,201.0,1898.0,0.0,2003.0,5881.0,739.0,0.6307,31.0,1917.0,1659.0,400.0,2146.0,0.0,0.0,1933.0,3709.0,6492.0,3607.0,6492.0
WORLD,2023,2024,1,739.0,201.0,1989.0,0.0,1972.0,5961.0,717.0,0.6304,26.0,1961.0,1743.0,0.0,1960.0,0.0,0.0,1910.0,3758.0,6407.0,3730.0,6407.0
